"id","latitude","longitude","year","name","sex","bottom_depth","surface_temperature","bottom_temperature","haul","cpue"
146329,55.99167,-165.8,1975,"snow crab","male",106,5,2.8,62,2840
146330,56,-165.2,1975,"snow crab","male",93,4.9,1.8,61,3039
146331,56.01667,-164.58333,1975,"snow crab","male",90,5.3,0.7,59,4036
146156,55.68333,-164.58333,1975,"snow crab","male",91,5.6,2.6,58,2114
146155,55.68333,-165.16667,1975,"snow crab","male",104,5,3.1,64,3660
146154,55.68333,-165.76667,1975,"snow crab","male",113,5.3,3.3,63,2763
146153,55.66667,-166.4,1975,"snow crab","male",123,8.3,3.2,103,3104
146152,55.66667,-166.96667,1975,"snow crab","male",132,5.8,4.5,71,2246
146151,55.66667,-167.56667,1975,"snow crab","male",132,6.8,3.4,72,1588
146150,55.35,-163.43333,1975,"snow crab","male",51,5.2,2,1,17624
146149,55.33333,-163.98333,1975,"snow crab","male",73,5.6,3.7,55,1189
146148,55.33333,-164.58333,1975,"snow crab","male",99,5.4,2.7,54,5218
146147,55.33333,-165.16667,1975,"snow crab","male",108,5,3.4,65,2003
146146,55.33333,-165.78333,1975,"snow crab","male",115,5.6,3.5,68,760
146145,55.33333,-166.33333,1975,"snow crab","male",130,5.3,3.6,69,727
146144,55.33333,-166.95,1975,"snow crab","male",137,5.7,2.8,70,1255
146143,55.33333,-167.55,1975,"snow crab","male",144,7.2,3.2,102,69
146142,55,-165.15,1975,"snow crab","male",108,5.2,3.9,66,1658
146141,54.98333,-165.73333,1975,"snow crab","male",126,5.2,3.2,67,483
147039,57,-165.83333,1975,"snow crab","male",70,9,0.7,114,179431
147041,57,-164.58333,1975,"snow crab","male",66,9.1,0.9,112,185094
147031,56.68333,-170.1,1975,"snow crab","male",93,6,2.7,95,6539
147030,56.66667,-169.48333,1975,"snow crab","male",75,3.9,2.7,78,2532
147029,56.66667,-168.88333,1975,"snow crab","male",99,4.9,2.9,79,9115
147028,56.66667,-168.3,1975,"snow crab","male",102,9,2.2,140,31348
147008,56.31667,-162.8,1975,"snow crab","male",77,3.8,1.2,4,2694
147007,56.35,-163.36667,1975,"snow crab","male",84,5.6,1,48,6473
147006,56.33333,-163.98333,1975,"snow crab","male",84,5.8,2.3,49,13672
147005,56.33333,-164.6,1975,"snow crab","male",84,5.3,1,60,5801
147040,57,-165.18333,1975,"snow crab","male",68,9.2,0.8,113,324236
147001,56.33333,-167.03333,1975,"snow crab","male",112,8.5,3,144,12432
147000,56.33333,-167.65,1975,"snow crab","male",126,8.9,3.1,143,12086
146999,55.99167,-168.18333,1975,"snow crab","male",146,5.6,2.8,74,1174
146998,56,-162.21667,1975,"snow crab","male",70,3.8,2,8,483
146997,55.96667,-162.8,1975,"snow crab","male",79,4.7,1,3,2141
146996,56.01667,-163.4,1975,"snow crab","male",86,6.4,1.9,51,2510
146995,56.01667,-163.96667,1975,"snow crab","male",88,5.8,0.5,50,5152
171038,57.33333,-167.71667,1975,"snow crab","female",71,9,1.6,138,345451
157973,57.35,-161.53333,1975,"snow crab","male",53,2.3,-0.1,13,264
157974,57.33333,-168.38333,1975,"snow crab","male",70,9,1.8,137,31836
157975,57.3,-168.96667,1975,"snow crab","male",70,8.6,2.7,134,89893
157976,57.35,-170.83333,1975,"snow crab","male",80,6.9,3.1,131,202243
157977,57.35,-171.48333,1975,"snow crab","male",97,5.4,1.7,85,16437
157978,57.33333,-172.08333,1975,"snow crab","male",106,5.3,1.3,86,18786
171037,57,-172.03333,1975,"snow crab","female",113,5.1,1.5,87,16644
171036,57,-171.4,1975,"snow crab","female",104,5.5,1.8,84,81901
171035,57,-170.8,1975,"snow crab","female",95,5.4,3.3,82,622
171034,57.03333,-170.25,1975,"snow crab","female",66,4.2,2,81,1727
171033,57,-169.55,1975,"snow crab","female",59,3.4,1.2,80,9531
157979,57.66667,-167.75,1975,"snow crab","male",66,8.3,-0.5,121,733811
157980,57.66667,-167.11667,1975,"snow crab","male",64,8,0.1,120,332030
157981,57.66667,-162.73333,1975,"snow crab","male",44,3.2,0.4,39,12549
171032,56.96667,-168.36667,1975,"snow crab","female",80,8.7,1.8,136,8454
171031,57.01667,-163.36667,1975,"snow crab","female",64,3.2,0,46,19476
171030,57,-164.01667,1975,"snow crab","female",66,9.1,1.7,111,324418
171029,57,-164.58333,1975,"snow crab","female",66,9.1,0.9,112,188732
171028,57,-165.18333,1975,"snow crab","female",68,9.2,0.8,113,758352
171027,57,-165.83333,1975,"snow crab","female",70,9,0.7,114,224318
171026,57,-166.45,1975,"snow crab","female",71,9.1,1.1,117,119890
171025,57,-167.08333,1975,"snow crab","female",71,8.7,1.4,118,126815
171024,57,-167.68333,1975,"snow crab","female",75,8.8,1.6,139,516668
157295,57,-164.01667,1975,"snow crab","male",66,9.1,1.7,111,205480
157296,57.01667,-163.36667,1975,"snow crab","male",64,3.2,0,46,77491
157297,57,-162.76667,1975,"snow crab","male",60,2.5,1.6,41,69
157298,57.01667,-162.15,1975,"snow crab","male",60,3.7,0.7,38,15954
157299,57,-161.55,1975,"snow crab","male",68,2,-0.1,12,1585
158183,56.35,-167.65,1976,"snow crab","male",128,8.7,2.9,128,15022
158857,56.36667,-169.41667,1976,"snow crab","male",137,7.7,3.6,147,138
157991,55.03333,-166.93333,1976,"snow crab","male",152,6.7,4.3,130,1215
158858,56.31667,-170.21667,1976,"snow crab","male",110,8.3,3.5,138,633
158859,56.33333,-170.66667,1976,"snow crab","male",117,8.3,3.6,139,2804
158865,56.68333,-164.6,1976,"snow crab","male",73,6.1,-0.1,105,34934
158866,56.68333,-164.01667,1976,"snow crab","male",73,5,-1,63,47598
158879,56.68333,-172.56667,1976,"snow crab","male",134,8.5,3.6,143,6458
157994,55.01667,-165.15,1976,"snow crab","male",106,7,4.9,185,12828
157995,55.36667,-166.35,1976,"snow crab","male",128,7.7,3.2,106,2279
157997,55.36667,-165.16667,1976,"snow crab","male",110,6.5,3.5,54,1899
157999,55.35,-163.41667,1976,"snow crab","male",48,11.1,5.8,174,1105
158000,55.7,-167.56667,1976,"snow crab","male",132,8.8,3.3,150,3039
158001,55.7,-166.96667,1976,"snow crab","male",132,8.4,3.5,151,1381
158002,55.66667,-166.36667,1976,"snow crab","male",124,8.1,3.4,107,1381
158003,55.68333,-165.78333,1976,"snow crab","male",113,6.3,3.1,57,1350
158004,55.7,-165.18333,1976,"snow crab","male",106,5.4,2.3,53,10635
158007,55.66667,-163.38333,1976,"snow crab","male",79,4.3,1,36,5166
158008,55.68333,-162.81667,1976,"snow crab","male",53,4.1,1.8,37,2786
158009,55.71667,-168.15,1976,"snow crab","male",132,9.2,3.5,149,5739
158010,56,-166.38333,1976,"snow crab","male",123,8.1,3,108,2912
158880,57,-167.66667,1976,"snow crab","male",79,0.2,-1.4,85,40909
158881,57,-167.03333,1976,"snow crab","male",75,-0.4,-1.1,86,16944
158882,57,-166.43333,1976,"snow crab","male",75,-0.5,-1.6,87,41950
158883,56.98333,-165.78333,1976,"snow crab","male",73,-0.2,-1.6,88,21245
158884,57,-165.16667,1976,"snow crab","male",73,0.1,-1.6,89,23163
158885,56.93333,-164.45,1976,"snow crab","male",71,0.3,-1.6,90,74766
168736,58.66667,-170.38333,1976,"snow crab","female",73,0.5,1.7,143,694574
168734,58.68333,-169.15,1976,"snow crab","female",62,1.1,1.7,145,230695
168730,58.7,-167.93333,1976,"snow crab","female",46,0.1,-0.3,147,426555
168726,58.35,-171.56667,1976,"snow crab","female",95,0.5,-1.7,132,1162
158886,57.01667,-164,1976,"snow crab","male",66,5.6,0.3,103,59642
168725,58.35,-170.93333,1976,"snow crab","female",84,0.5,-1.7,130,97710
158872,56.68333,-168.26667,1976,"snow crab","male",104,7.2,1.9,113,45966
158871,56.66667,-160.98333,1976,"snow crab","male",66,2.3,0.5,43,2431
170203,57.66667,-169.56667,1976,"snow crab","female",71,1.2,1.7,125,113913
157996,55.35,-165.76667,1976,"snow crab","male",115,5.4,4,56,253
158887,57.01667,-163.36667,1976,"snow crab","male",64,6.1,-0.9,104,95033
158888,57.03333,-162.8,1976,"snow crab","male",57,4.5,-0.5,66,7293
158889,57.03333,-162.18333,1976,"snow crab","male",57,3,0.7,67,2153
158890,57.01667,-161.56667,1976,"snow crab","male",68,4,0.3,68,3868
158891,57.01667,-160.96667,1976,"snow crab","male",62,1.2,0.9,69,338
158892,56.98333,-168.3,1976,"snow crab","male",84,0.9,0.3,84,165019
167891,58.01667,-170.95,1976,"snow crab","female",86,6.1,0.1,122,10971
167892,58.01667,-171.58333,1976,"snow crab","female",95,6.2,1.2,121,16968
167893,58,-172.08333,1976,"snow crab","female",104,-0.4,0.5,83,2307
170415,56.01667,-165.16667,1976,"snow crab","female",93,5,1.5,52,810
170414,56.03333,-165.78333,1976,"snow crab","female",104,5.6,2.5,58,169
158873,56.7,-168.86667,1976,"snow crab","male",99,7,2,112,50313
159057,57.03333,-168.93333,1976,"snow crab","male",77,6.5,1,114,99923
159058,56.98333,-169.53333,1976,"snow crab","male",59,6,2,115,9371
159059,57.01667,-170.15,1976,"snow crab","male",64,4.8,2.5,116,20167
159060,56.98333,-170.9,1976,"snow crab","male",93,6.5,2.3,117,21942
170413,56,-166.38333,1976,"snow crab","female",123,8.1,3,108,253
170412,55.71667,-168.15,1976,"snow crab","female",132,9.2,3.5,149,6664
159061,57,-171.41667,1976,"snow crab","male",106,8.3,3.3,145,6492
159062,57.01667,-172.05,1976,"snow crab","male",113,8.5,3.9,144,13672
158870,56.66667,-161.6,1976,"snow crab","male",84,3.3,-0.8,44,1381
158869,56.68333,-162.18333,1976,"snow crab","male",70,3.5,-1,45,19614
158868,56.68333,-162.78333,1976,"snow crab","male",70,4.8,-0.6,65,24871
158867,56.7,-163.38333,1976,"snow crab","male",73,5,-1,64,61744
171057,55.03333,-166.93333,1976,"snow crab","female",152,6.7,4.3,130,3798
171059,55.01667,-165.15,1976,"snow crab","female",106,7,4.9,185,68810
171060,55.36667,-166.35,1976,"snow crab","female",128,7.7,3.2,106,6585
171061,55.36667,-165.16667,1976,"snow crab","female",110,6.5,3.5,54,1140
171063,55.35,-163.41667,1976,"snow crab","female",48,11.1,5.8,174,1519
171064,55.7,-167.56667,1976,"snow crab","female",132,8.8,3.3,150,1671
171065,55.7,-166.96667,1976,"snow crab","female",132,8.4,3.5,151,276
171066,55.66667,-166.36667,1976,"snow crab","female",124,8.1,3.4,107,276
171067,55.7,-165.18333,1976,"snow crab","female",106,5.4,2.3,53,21118
171070,55.68333,-162.81667,1976,"snow crab","female",53,4.1,1.8,37,507
171075,56.01667,-164.58333,1976,"snow crab","female",91,4.6,-0.4,51,1367
171076,56.03333,-163.98333,1976,"snow crab","female",90,4.6,0.1,50,4406
168748,58.85,-175.13333,1976,"snow crab","female",137,-0.7,1.6,74,104273
168747,59.01667,-174.25,1976,"snow crab","female",128,1.4,1.4,141,1005
168746,59,-173.61667,1976,"snow crab","female",117,1.3,0.7,139,4793
168743,58.66667,-175.46667,1976,"snow crab","female",143,-0.8,2.2,75,43233
168742,58.78333,-174.6,1976,"snow crab","female",148,0.2,1.1,72,5039
168741,58.66667,-173.43333,1976,"snow crab","female",123,1.9,2.2,137,1525
168740,58.68333,-172.88333,1976,"snow crab","female",112,1.8,0.6,136,3541
168739,58.66667,-172.28333,1976,"snow crab","female",102,1.4,-0.6,134,311
158874,56.66667,-169.48333,1976,"snow crab","male",77,5.4,1.5,110,42065
158875,56.7,-170.08333,1976,"snow crab","male",95,4.7,2.9,111,10635
158876,56.68333,-170.75,1976,"snow crab","male",112,8.1,3.5,146,7594
171077,56.01667,-162.81667,1976,"snow crab","female",79,3.7,0.3,38,138
171078,56.35,-167.03333,1976,"snow crab","female",112,8.5,2.3,129,456
171079,56.38333,-166.41667,1976,"snow crab","female",101,7.3,1.2,109,414
171080,56.35,-165.78333,1976,"snow crab","female",90,5.2,0.8,59,10483
171081,56.33333,-165.21667,1976,"snow crab","female",86,5.1,0.5,60,19917
171082,56.35,-164.58333,1976,"snow crab","female",84,5,-1.2,61,1519
171083,56.35,-164,1976,"snow crab","female",84,5.2,-1,62,100558
171084,56.35,-163.38333,1976,"snow crab","female",84,5.2,-0.5,48,5318
171085,56.35,-162.81667,1976,"snow crab","female",77,4.7,-0.7,47,138
171086,56.33333,-161.61667,1976,"snow crab","female",62,1,0.5,41,152
171087,56.36667,-168.23333,1976,"snow crab","female",146,8.1,3.5,127,276
171088,56.35,-168.85,1976,"snow crab","female",124,8.5,3.6,133,15307
171089,56.36667,-169.41667,1976,"snow crab","female",137,7.7,3.6,147,1658
171090,56.31667,-170.21667,1976,"snow crab","female",110,8.3,3.5,138,507
171091,56.33333,-170.66667,1976,"snow crab","female",117,8.3,3.6,139,701
171097,56.68333,-164.6,1976,"snow crab","female",73,6.1,-0.1,105,421566
147102,55.31667,-166.33333,1977,"snow crab","male",128,7.1,4,34,253
147101,55.33333,-166.95,1977,"snow crab","male",135,9.6,3.7,97,967
147098,55,-166.31667,1977,"snow crab","male",139,6.8,3.6,38,127
168764,55.66667,-164,1977,"snow crab","female",91,8.3,4.2,47,2026
158066,58.33333,-169.76667,1977,"snow crab","male",66,11,2,127,96000
168942,56.33333,-168.86667,1977,"snow crab","female",123,12,3.8,158,230227
168941,56.35,-168.23333,1977,"snow crab","female",148,9.5,3.7,106,109370
168940,56.33333,-163.4,1977,"snow crab","female",82,6.8,3.1,28,2406
168938,56.33333,-164.58333,1977,"snow crab","female",84,8.4,2.9,74,1857
168763,55.66667,-164.58333,1977,"snow crab","female",95,8.3,4.5,46,102216
168761,55.33333,-164.58333,1977,"snow crab","female",99,7.2,4,31,257366
172832,58.68333,-172.98333,1977,"snow crab","female",106,9.1,2.5,135,829
172831,58.66667,-171.73333,1977,"snow crab","female",90,8.6,1.4,131,40310
172830,58.68333,-171.11667,1977,"snow crab","female",80,10.8,0.5,130,324576
158064,58,-172.2,1977,"snow crab","male",101,9.3,2.5,138,17472
158059,57.68333,-172.76667,1977,"snow crab","male",113,9.5,3,142,5065
158060,58,-169.68333,1977,"snow crab","male",66,11.7,2.7,126,208162
147781,56.33333,-167.01667,1977,"snow crab","male",110,9.5,3.9,94,18361
156284,56.98333,-165.21667,1977,"snow crab","male",68,7.9,2.6,77,69013
156283,56.98333,-165.83333,1977,"snow crab","male",70,8.6,3,78,66855
156278,56.68333,-171.93333,1977,"snow crab","male",117,9.8,3.8,150,2921
156277,56.68333,-171.33333,1977,"snow crab","male",113,9.6,3.7,151,5258
156276,56.68333,-170.71667,1977,"snow crab","male",108,9.8,3.7,154,3419
156275,56.68333,-170.13333,1977,"snow crab","male",93,9.9,3.8,155,64328
156274,56.65,-169.53333,1977,"snow crab","male",75,11.1,4.5,110,14909
158062,58,-170.96667,1977,"snow crab","male",82,10.2,2.5,122,53283
158063,58,-171.58333,1977,"snow crab","male",93,9.8,2.5,139,43234
168758,55.33333,-166.95,1977,"snow crab","female",135,9.6,3.7,97,138
156301,57.33333,-167.1,1977,"snow crab","male",68,8.7,2,85,42041
147780,56.33333,-167.65,1977,"snow crab","male",124,10.2,3.9,101,39505
147767,55.66667,-164,1977,"snow crab","male",91,8.3,4.2,47,6078
147766,55.66667,-164.58333,1977,"snow crab","male",95,8.3,4.5,46,13951
147765,55.66667,-165.16667,1977,"snow crab","male",106,7.7,4,43,7091
147764,55.66667,-165.8,1977,"snow crab","male",112,7.4,4.1,42,912
147763,55.68333,-166.38333,1977,"snow crab","male",123,6.9,3.7,39,3039
147761,55.33333,-164,1977,"snow crab","male",73,7.2,4.9,30,1671
156273,56.68333,-168.88333,1977,"snow crab","male",97,9.8,3.6,105,121528
156272,56.66667,-168.28333,1977,"snow crab","male",102,9.6,3.5,102,40395
159065,56.66667,-164.6,1977,"snow crab","male",71,8,2.9,73,74965
159066,56.66667,-164,1977,"snow crab","male",73,7.3,1.5,50,35361
156294,57,-169.53333,1977,"snow crab","male",59,10.4,3.2,111,513988
156290,57,-161.56667,1977,"snow crab","male",66,5.2,2.2,23,3039
147760,55.33333,-164.58333,1977,"snow crab","male",99,7.2,4,31,10851
156300,57.33333,-167.71667,1977,"snow crab","male",70,8.7,3.1,90,132937
158902,58.68333,-172.98333,1977,"snow crab","male",106,9.1,2.5,135,6768
156298,57.03333,-172.03333,1977,"snow crab","male",112,9.6,3.9,147,8288
156297,57.01667,-171.38333,1977,"snow crab","male",104,10.2,3.6,146,9750
147797,56.65,-167.06667,1977,"snow crab","male",93,9.5,3.5,93,16842
147792,56.33333,-168.86667,1977,"snow crab","male",123,12,3.8,158,64140
158049,57.66667,-167.15,1977,"snow crab","male",66,8.4,2,86,66626
158050,57.66667,-161.5,1977,"snow crab","male",49,8,3.6,58,380
147791,56.35,-168.23333,1977,"snow crab","male",148,9.5,3.7,106,58891
158053,57.66667,-169.03333,1977,"snow crab","male",66,11.8,3.2,118,112875
158054,57.66667,-169.63333,1977,"snow crab","male",68,10.7,2.7,119,56426
147790,56.35,-161.63333,1977,"snow crab","male",62,4.1,3.2,6,2688
171987,57.66667,-167.15,1977,"snow crab","female",66,8.4,2,86,6402
156477,57.33333,-172.71667,1977,"snow crab","male",110,9.2,3.3,143,5024
171989,57.66667,-169.03333,1977,"snow crab","female",66,11.8,3.2,118,246561
171990,57.66667,-169.63333,1977,"snow crab","female",68,10.7,2.7,119,33422
171994,57.68333,-172.76667,1977,"snow crab","female",113,9.5,3,142,507
171995,58,-169.68333,1977,"snow crab","female",66,11.7,2.7,126,541627
171997,58,-170.96667,1977,"snow crab","female",82,10.2,2.5,122,11919
171998,58,-171.58333,1977,"snow crab","female",93,9.8,2.5,139,2571
171999,58,-172.2,1977,"snow crab","female",101,9.3,2.5,138,27043
147788,56.31667,-162.8,1977,"snow crab","male",77,6.2,3,27,3798
158238,58.68333,-171.11667,1977,"snow crab","male",80,10.8,0.5,130,100417
158232,58.33333,-171.06667,1977,"snow crab","male",82,10.3,1.4,123,330319
172164,58.33333,-169.76667,1977,"snow crab","female",66,11,2,127,312864
172166,58.33333,-171.06667,1977,"snow crab","female",82,10.3,1.4,123,1523541
171956,56.66667,-168.28333,1977,"snow crab","female",102,9.6,3.5,102,92017
171957,56.68333,-168.88333,1977,"snow crab","female",97,9.8,3.6,105,1218923
171958,56.68333,-170.71667,1977,"snow crab","female",108,9.8,3.7,154,2533
171959,56.68333,-171.33333,1977,"snow crab","female",113,9.6,3.7,151,2454
156312,57.33333,-170.86667,1977,"snow crab","male",79,11,3.8,114,55114
156311,57.33333,-170.25,1977,"snow crab","male",53,11.3,4.7,115,2912
156308,57.31667,-168.36667,1977,"snow crab","male",71,9,3,89,184818
156271,56.68333,-160.38333,1977,"snow crab","male",59,3.2,3.2,9,152
171960,56.68333,-171.93333,1977,"snow crab","female",117,9.8,3.8,150,25481
171293,56.65,-167.06667,1977,"snow crab","female",93,9.5,3.5,93,380
156269,56.66667,-161.58333,1977,"snow crab","male",86,4.7,2.4,24,4559
171965,56.98333,-165.83333,1977,"snow crab","female",70,8.6,3,78,5525
156307,57.33333,-160.28333,1977,"snow crab","male",60,4.8,4.3,20,138
171966,56.98333,-165.21667,1977,"snow crab","female",68,7.9,2.6,77,286001
171969,56.98333,-163.36667,1977,"snow crab","female",64,6.7,1.7,70,20719
171973,57,-169.53333,1977,"snow crab","female",59,10.4,3.2,111,5040859
171975,57.01667,-171.38333,1977,"snow crab","female",104,10.2,3.6,146,214189
171976,57.03333,-172.03333,1977,"snow crab","female",112,9.6,3.9,147,4144
171978,57.33333,-167.71667,1977,"snow crab","female",70,8.7,3.1,90,71566
171979,57.33333,-167.1,1977,"snow crab","female",68,8.7,2,85,73630
171980,57.31667,-168.36667,1977,"snow crab","female",71,9,3,89,200012
171949,56.66667,-166.45,1977,"snow crab","female",80,9.2,3.1,82,1533047
171985,57.33333,-172.71667,1977,"snow crab","female",110,9.2,3.3,143,3155
147798,56.66667,-166.45,1977,"snow crab","male",80,9.2,3.1,82,60527
156266,56.65,-163.38333,1977,"snow crab","male",73,8.1,2,51,57186
147787,56.33333,-163.4,1977,"snow crab","male",82,6.8,3.1,28,7978
147785,56.33333,-164.58333,1977,"snow crab","male",84,8.4,2.9,74,46586
171952,56.66667,-164.6,1977,"snow crab","female",71,8,2.9,73,13676
171953,56.66667,-164,1977,"snow crab","female",73,7.3,1.5,50,73209
171954,56.65,-163.38333,1977,"snow crab","female",73,8.1,2,51,4973
147782,56.33333,-166.41667,1977,"snow crab","male",99,9.2,3.6,81,5445
145993,56.66167,-161.58833,1978,"snow crab","male",84,5.5,3,39,190
145994,56.6725,-160.96583,1978,"snow crab","male",70,5.8,3.4,40,351
145995,56.64834,-160.36417,1978,"snow crab","male",55,5.7,4.1,41,414
145996,56.64917,-168.26667,1978,"snow crab","male",106,5.4,3.7,30,13353
145997,56.6825,-168.8825,1978,"snow crab","male",97,5.7,4.5,76,20834
145998,56.66834,-169.4775,1978,"snow crab","male",79,4.5,4,75,16104
145999,56.665,-171.3725,1978,"snow crab","male",113,5.7,3.8,16,6972
146000,56.66167,-171.96167,1978,"snow crab","male",124,5.6,3.9,17,506
146001,56.67584,-172.57834,1978,"snow crab","male",134,6.2,3.4,18,89
146002,57.005,-167.70084,1978,"snow crab","male",77,7,3.4,93,12078
146003,57.00083,-167.075,1978,"snow crab","male",73,6.9,3.4,89,11754
146006,56.99833,-165.2075,1978,"snow crab","male",68,4.1,2.1,8,10417
146007,56.9975,-164.60167,1978,"snow crab","male",68,4.8,2.2,9,7596
146008,56.99583,-164.00834,1978,"snow crab","male",64,6.4,4.1,16,4559
146009,56.97833,-163.36917,1978,"snow crab","male",62,5.4,2.6,35,3166
146010,56.9875,-162.79417,1978,"snow crab","male",57,4.4,2.6,34,2330
146011,56.98667,-162.17584,1978,"snow crab","male",59,4.7,3.1,33,651
146012,56.99,-160.35583,1978,"snow crab","male",62,3.6,3.5,30,234
146013,57.0075,-168.27,1978,"snow crab","male",80,7.8,3.8,132,12230
146014,57.02167,-168.93917,1978,"snow crab","male",79,7.7,3.3,97,37809
146015,57.01,-169.54583,1978,"snow crab","male",60,4.5,4,77,21574
146016,57.01667,-170.10834,1978,"snow crab","male",64,5,4.8,81,16990
146017,57.0175,-171.41417,1978,"snow crab","male",108,5.4,3.4,24,10534
146019,56.99583,-172.64167,1978,"snow crab","male",121,5.4,3.6,21,591
146020,57.31,-167.7325,1978,"snow crab","male",73,6.7,3.9,92,12153
146021,57.31917,-167.09667,1978,"snow crab","male",70,6.8,3.6,91,107793
146022,57.2975,-166.41,1978,"snow crab","male",66,5.4,2.8,60,183713
146023,57.32334,-165.82167,1978,"snow crab","male",66,6,3,59,45578
146024,57.31417,-165.1175,1978,"snow crab","male",66,6.4,3.2,58,40509
146025,57.30167,-164.63833,1978,"snow crab","male",64,6.4,2.9,57,60315
146026,57.33583,-163.98917,1978,"snow crab","male",60,5.1,1.8,17,54957
146027,57.32167,-163.36583,1978,"snow crab","male",51,4,2,18,78257
146028,57.33333,-162.75584,1978,"snow crab","male",48,3,1.8,19,10516
146029,57.32333,-162.15,1978,"snow crab","male",48,3,2.4,20,7813
146030,57.33167,-161.51917,1978,"snow crab","male",55,3.7,2.2,21,3039
146031,57.31917,-160.91833,1978,"snow crab","male",64,4.7,2.8,22,253
146032,57.3875,-159.0625,1978,"snow crab","male",46,4.1,3.8,25,138
146033,57.35834,-168.3375,1978,"snow crab","male",71,7.4,3.9,95,13218
146034,57.33,-168.97584,1978,"snow crab","male",68,6.4,3.9,96,129701
146035,57.3325,-169.62084,1978,"snow crab","male",64,6,3.5,78,188424
146036,57.32833,-170.2325,1978,"snow crab","male",59,6,4,79,2324
146037,57.3275,-170.8675,1978,"snow crab","male",80,6,3.5,80,14365
146038,57.32417,-171.50084,1978,"snow crab","male",99,5.8,3.3,25,23245
146039,57.33084,-172.09,1978,"snow crab","male",108,5.4,3.4,26,28866
146040,57.33084,-172.75334,1978,"snow crab","male",119,7.7,3.9,141,2051
146041,57.32834,-173.36583,1978,"snow crab","male",121,7.4,3.7,142,1823
146042,57.67167,-167.82083,1978,"snow crab","male",66,7.6,3.8,134,34943
146043,57.69084,-167.21,1978,"snow crab","male",66,7.7,2.8,133,53782
146879,57.67084,-162.71917,1978,"snow crab","male",40,5.8,5,112,127
146211,57.65167,-165.8725,1978,"snow crab","male",62,5.3,3.3,64,21451
146212,57.64834,-165.245,1978,"snow crab","male",60,5.8,3.9,65,45405
146213,57.66,-164.5875,1978,"snow crab","male",51,5.3,3.7,66,17697
146214,57.65,-163.98,1978,"snow crab","male",49,5.1,4.3,67,9296
146215,57.65917,-163.33584,1978,"snow crab","male",46,5.9,4.8,111,1519
172866,60.00167,-173.26583,1978,"snow crab","female",70,7.3,1.3,122,54694
172865,60.0025,-172.59334,1978,"snow crab","female",64,7.1,1.4,123,3207
172864,59.98167,-171.9525,1978,"snow crab","female",64,7.2,1,124,456
172863,60.02334,-171.29583,1978,"snow crab","female",66,6.5,0.1,107,29778
172862,59.6625,-177.16667,1978,"snow crab","female",177,7.2,2.8,185,18043
172861,59.65417,-176.565,1978,"snow crab","female",137,7.3,2.8,184,358
